section,kind,local,name,line,end_line,span_lines,proof_group,proof_start,proof_end,proof_span_lines,proof_body_lines,proof_body_lines_unique,internal_caller_count,internal_callers,self_ref_count,internal_nonheader_count,interstitial_ref_count,external_confirmed_count,external_confirmed_files,external_bare_candidate_count,reachable_from_confirmed_public,reference_class
"Representation, OpenScop, and current view",Definition,False,source_like_schedule_pprog,776,791,16,source_like_schedule_pprog,,,0,0,0,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Definition,False,max_schedule_len,793,795,3,max_schedule_len,,,0,0,0,1,canonicalize_schedule_pprog,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,keep_schedule_row_at,797,808,12,keep_schedule_row_at,,,0,0,0,1,canonicalize_schedule_pprog,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,keep_schedule_rows,810,819,10,keep_schedule_rows,,,0,0,0,1,canonicalize_schedule_pprog,1,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,canonicalize_schedule_pprog,821,845,25,canonicalize_schedule_pprog,,,0,0,0,1,from_openscop_schedule_only,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,raw_scattering_rows,847,852,6,raw_scattering_rows,,,0,0,0,1,source_like_template_matches_scattering,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,overwrite_last_schedule_const,854,866,13,overwrite_last_schedule_const,,,0,0,0,1,refill_source_like_schedule_from_template,1,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,refill_source_like_schedule_from_template,868,873,6,refill_source_like_schedule_from_template,,,0,0,0,2,from_openscop_like_source;source_like_template_matches_scattering,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,source_like_template_matches_scattering,875,884,10,source_like_template_matches_scattering,,,0,0,0,1,from_openscop_like_source,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,from_openscop_schedule_only,886,916,31,from_openscop_schedule_only,,,0,0,0,0,,0,0,0,37,driver/ParallelPolOpt.v;driver/ParallelPolOptCorrect.v;driver/PolOptBandTiling.v;driver/SBandTilingOptBridge.v;driver/SParallelPolOptBridge.v;syntax/SBandTilingOpt.v;syntax/SParallelPolOpt.v;syntax/SPolIRs.v,1,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,from_openscop_like_source,919,956,38,from_openscop_like_source,,,0,0,0,0,,0,0,0,13,driver/ParallelPolOpt.v;driver/ParallelPolOptCorrect.v;driver/PolOpt.v;driver/PolOptBandTiling.v;driver/PolOptCanonicalTiling.v;driver/SBandTilingOptBridge.v;driver/SParallelPolOptBridge.v;syntax/SBandTilingOpt.v;syntax/SParallelPolOpt.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,from_openscop_ctxt,958,963,6,from_openscop_ctxt,,,0,0,0,1,from_openscop_complete,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,from_openscop_vars,965,973,9,from_openscop_vars,,,0,0,0,1,from_openscop_complete,1,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,from_openscop_iterlist,975,987,13,from_openscop_iterlist,,,0,0,0,1,from_openscop_complete,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,from_openscop_iterlist,983,987,5,from_openscop_iterlist,,,0,0,0,1,from_openscop_complete,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,from_openscop_domain,993,1017,25,from_openscop_domain,,,0,0,0,2,from_openscop;from_openscop_complete,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,from_openscop_domain,1016,1017,2,from_openscop_domain,,,0,0,0,2,from_openscop;from_openscop_complete,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,from_openscop_access,1019,1032,14,from_openscop_access,,,0,0,0,2,from_openscop_raccesslist;from_openscop_waccesslist,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,from_openscop_waccesslist,1034,1043,10,from_openscop_waccesslist,,,0,0,0,2,from_openscop;from_openscop_complete,2,4,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,from_openscop_raccesslist,1045,1054,10,from_openscop_raccesslist,,,0,0,0,2,from_openscop;from_openscop_complete,2,4,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,from_openscop,1056,1084,29,from_openscop,,,0,0,0,0,,0,0,0,2,src/CPolIRs.v;src/TPolIRs.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,create_id_transformation,1087,1089,3,create_id_transformation,,,0,0,0,1,from_openscop_complete,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,from_openscop_complete,1094,1123,30,from_openscop_complete,,,0,0,0,0,,0,0,0,5,driver/CPolOpt.v;syntax/SBandTilingOpt.v;syntax/SPolOpt.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,wf_pinstr,1125,1160,36,wf_pinstr,,,0,0,0,10,instance_list_semantics_current_view_iff;wf_pil_implies_wf_pil_ext;wf_pinstr_affine;wf_pinstr_affine_implies_wf_pinstr;wf_pinstr_general;wf_pinstr_general_implies_wf_pinstr;wf_pinstr_implies_wf_pinstr_ext;wf_pinstr_tiling_current_view_affine;wf_pinstr_tiling_implies_wf_pinstr;wf_pprog,0,14,0,23,polygen/CodeGen.v;src/AffineValidator.v;src/Extractor.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v,4,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,wf_pinstr_affine,1162,1165,4,wf_pinstr_affine,,,0,0,0,8,wf_pil_affine_implies_wf_pil_ext_affine;wf_pinstr_affine_implies_wf_pinstr;wf_pinstr_affine_implies_wf_pinstr_ext_affine;wf_pinstr_affine_implies_wf_pinstr_general;wf_pinstr_affine_implies_wf_pinstr_tiling;wf_pinstr_general_current_view_affine;wf_pinstr_tiling_current_view_affine;wf_pprog_affine,0,14,0,22,src/AffineValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingValidator.v,6,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,wf_pinstr_general,1169,1171,3,wf_pinstr_general,,,0,0,0,8,instance_list_semantics_current_view_iff;wf_pinstr_affine_implies_wf_pinstr_general;wf_pinstr_affine_implies_wf_pinstr_tiling;wf_pinstr_general_current_view_affine;wf_pinstr_general_implies_wf_pinstr;wf_pinstr_tiling;wf_pinstr_tiling_implies_wf_pinstr;wf_pprog_general,0,9,0,2,src/TilingValidator.v,2,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,wf_pinstr_tiling,1173,1173,1,wf_pinstr_tiling,,,0,0,0,4,instance_list_semantics_current_view_iff;wf_pinstr_affine_implies_wf_pinstr_tiling;wf_pinstr_tiling_current_view_affine;wf_pinstr_tiling_implies_wf_pinstr,0,8,0,19,src/AffineValidator.v,98,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,wf_pprog,1175,1183,9,wf_pprog,,,0,0,0,3,wf_pprog_affine_implies_wf_pprog;wf_pprog_general_implies_wf_pprog;wf_pprog_tiling_implies_wf_pprog,0,5,0,14,driver/PolOpt.v;polygen/CodeGen.v;src/AffineValidator.v;src/StrengthenDomain.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,wf_pprog_affine,1185,1192,8,wf_pprog_affine,,,0,0,0,5,wf_pprog_affine_implies_wf_pprog;wf_pprog_affine_implies_wf_pprog_general;wf_pprog_affine_implies_wf_pprog_tiling;wf_pprog_general_current_view_affine;wf_pprog_tiling_current_view_affine,0,8,0,141,driver/ParallelPolOptCorrect.v;driver/PolOpt.v;driver/PolOptBandTiling.v;driver/PolOptCanonicalTiling.v;driver/PolOptCorrect.v;driver/PolOptIdentityGenericISS.v;src/AffineValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingBandDirectRuntime.v;src/TilingValidator.v,1,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,wf_pprog_general,1197,1204,8,wf_pprog_general,,,0,0,0,4,wf_pprog_affine_implies_wf_pprog_general;wf_pprog_general_current_view_affine;wf_pprog_general_implies_wf_pprog;wf_pprog_tiling,0,4,0,43,driver/ParallelPolOpt.v;driver/ParallelPolOptCorrect.v;driver/PolOpt.v;driver/VerifiedParallelCompilerConfig.v;src/AffineValidator.v;src/ParallelCodegen.v;src/PrepareCodegen.v;src/TilingBandDirectRuntime.v;src/TilingValidator.v,3,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,wf_pprog_tiling,1206,1206,1,wf_pprog_tiling,,,0,0,0,4,instance_list_semantics_current_view_iff;wf_pprog_affine_implies_wf_pprog_tiling;wf_pprog_tiling_current_view_affine;wf_pprog_tiling_implies_wf_pprog,0,8,0,5,src/AffineValidator.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_env_dim_of,1208,1210,3,current_env_dim_of,,,0,0,0,9,belongs_to_current_view_pi_iff;current_access_transformation_of;current_base_point_of;current_env_dim_of_pi_elim_schedule_drop;current_src_args_of;current_src_args_of_current_view_pi;current_src_args_of_current_view_pi_eq;current_src_args_of_pi_elim_schedule;current_transformation_of,0,16,0,14,src/AffineValidator.v;src/Extractor.v;src/ISSSemantics.v;src/PrepareCodegen.v;src/TilingRelation.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_base_point_of,1212,1216,5,current_base_point_of,,,0,0,0,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Definition,False,current_insert_zeros_constraint,1218,1220,3,current_insert_zeros_constraint,,,0,0,0,2,current_transformation_for_witness;exact_listzzs_cols_current_insert_zeros_constraint,0,5,0,3,src/AffineValidator.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Fixpoint,False,current_transformation_for_witness,1222,1241,20,current_transformation_for_witness,,,0,0,0,4,current_access_transformation_at;current_transformation_at;current_transformation_for_witness_preserve_length;exact_listzzs_cols_current_transformation_for_witness,2,8,0,8,src/ISSSemantics.v;src/PrepareCodegen.v;src/TilingRelation.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_transformation_at,1243,1245,3,current_transformation_at,,,0,0,0,14,current_src_args_at;current_src_args_of_current_view_pi;current_src_args_of_current_view_pi_eq;current_transformation_at_pi_elim_schedule;current_transformation_at_preserve_length;current_transformation_of;current_transformation_of_current_view_pi;current_view_pi;eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_instr_nth_retime;eqdom_pinstr_implies_flatten_same_np_set;exact_listzzs_cols_current_transformation_at;poly_lex_semantics_pis_ext_single;wf_pinstr_tiling_current_view_affine,0,24,0,27,polygen/ASTGen.v;src/AffineValidator.v;src/Extractor.v;src/ISSSemantics.v;src/PrepareCodegen.v;src/TilingRelation.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_access_transformation_at,1247,1249,3,current_access_transformation_at,,,0,0,0,6,current_access_transformation_at_preserve_length;current_access_transformation_of;current_access_transformation_of_current_view_pi;current_view_pi;exact_listzzs_cols_current_access_transformation_at;wf_pinstr_tiling_current_view_affine,0,8,0,18,src/AffineValidator.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_transformation_of,1251,1254,4,current_transformation_of,,,0,0,0,6,belongs_to;belongs_to_current_view_pi_iff;current_transformation_of_current_view_pi;eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_instr_nth_retime;eqdom_pinstr_implies_flatten_same_np_set,0,11,0,31,src/AffineValidator.v;src/Extractor.v;src/ISSSemantics.v;src/PrepareCodegen.v;src/TilingRelation.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_access_transformation_of,1256,1259,4,current_access_transformation_of,,,0,0,0,1,current_access_transformation_of_current_view_pi,0,2,0,3,src/AffineValidator.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_src_args_at,1261,1263,3,current_src_args_at,,,0,0,0,7,current_src_args_at_pi_elim_schedule;current_src_args_at_pi_elim_schedule_resize;current_src_args_in_dim;current_src_args_of;current_src_args_of_current_view_pi;current_src_args_of_current_view_pi_eq;poly_lex_semantics_pis_ext_single,0,11,0,4,polygen/ASTGen.v;src/PrepareCodegen.v;src/TilingRelation.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_src_args_of,1265,1268,4,current_src_args_of,,,0,0,0,3,current_src_args_of_current_view_pi;current_src_args_of_current_view_pi_eq;current_src_args_of_pi_elim_schedule,0,9,0,3,src/TilingRelation.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_env_dim_in_dim,1270,1272,3,current_env_dim_in_dim,,,0,0,0,6,current_env_dim_in_dim_pi_elim_schedule;current_src_args_in_dim;current_src_args_in_dim_pi_elim_schedule_resize;poly_elim_schedule_semantics_env_preserve;poly_elim_schedule_semantics_preserve;poly_lex_semantics_pis_ext_single,0,9,0,6,polygen/CodeGen.v;src/PrepareCodegen.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_src_args_in_dim,1274,1277,4,current_src_args_in_dim,,,0,0,0,5,current_src_args_in_dim_pi_elim_schedule_resize;poly_lex_semantics;poly_lex_semantics_pis_ext_single;poly_semantics;poly_semantics_k,0,7,0,5,polygen/ASTGen.v;src/PrepareCodegen.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,current_view_pi,1279,1291,13,current_view_pi,,,0,0,0,10,belongs_to_current_view_pi_iff;current_access_transformation_of_current_view_pi;current_src_args_of_current_view_pi;current_src_args_of_current_view_pi_eq;current_transformation_of_current_view_pi;current_view_pprog;flatten_instr_nth_current_view_iff;flatten_instrs_current_view_iff;wf_pinstr_general_current_view_affine;wf_pinstr_tiling_current_view_affine,0,21,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,current_view_pprog,1293,1295,3,current_view_pprog,,,0,0,0,3,instance_list_semantics_current_view_iff;wf_pprog_general_current_view_affine;wf_pprog_tiling_current_view_affine,0,4,0,41,driver/ParallelPolOpt.v;driver/PolOpt.v;driver/PolOptBandTiling.v;driver/PolOptCanonicalTiling.v;driver/VerifiedParallelCompilerConfig.v;src/ParallelCodegen.v;src/PrepareCodegen.v;syntax/SBandTilingOpt.v;syntax/SParallelPolOpt.v;syntax/SVerifiedParallelCompilerConfig.v,1,True,confirmed-external
"Representation, OpenScop, and current view",Lemma,False,exact_listzzs_cols_current_insert_zeros_constraint,1297,1316,20,exact_listzzs_cols_current_insert_zeros_constraint,1303,1316,14,12,12,1,exact_listzzs_cols_current_transformation_for_witness,0,2,0,0,,2,True,internal-live
"Representation, OpenScop, and current view",Lemma,False,exact_listzzs_cols_current_transformation_for_witness,1318,1376,59,exact_listzzs_cols_current_transformation_for_witness,1326,1376,51,49,49,2,exact_listzzs_cols_current_access_transformation_at;exact_listzzs_cols_current_transformation_at,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Lemma,False,exact_listzzs_cols_current_transformation_at,1378,1391,14,exact_listzzs_cols_current_transformation_at,1386,1391,6,4,4,1,wf_pinstr_tiling_current_view_affine,0,1,0,1,src/AffineValidator.v,4,True,confirmed-external
"Representation, OpenScop, and current view",Lemma,False,exact_listzzs_cols_current_access_transformation_at,1393,1406,14,exact_listzzs_cols_current_access_transformation_at,1401,1406,6,4,4,1,wf_pinstr_tiling_current_view_affine,0,1,0,1,src/AffineValidator.v,2,True,confirmed-external
"Representation, OpenScop, and current view",Lemma,False,current_transformation_for_witness_preserve_length,1408,1415,8,current_transformation_for_witness_preserve_length,1412,1415,4,2,2,2,current_access_transformation_at_preserve_length;current_transformation_at_preserve_length,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Lemma,False,current_transformation_at_preserve_length,1417,1425,9,current_transformation_at_preserve_length,1421,1425,5,3,3,1,wf_pinstr_tiling_current_view_affine,0,2,0,1,src/AffineValidator.v,5,True,confirmed-external
"Representation, OpenScop, and current view",Lemma,False,current_access_transformation_at_preserve_length,1427,1435,9,current_access_transformation_at_preserve_length,1431,1435,5,3,3,0,,0,0,0,1,src/AffineValidator.v,1,True,confirmed-external
"Representation, OpenScop, and current view",Lemma,False,current_transformation_of_current_view_pi,1437,1446,10,current_transformation_of_current_view_pi,1441,1446,6,4,4,1,belongs_to_current_view_pi_iff,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Lemma,False,current_access_transformation_of_current_view_pi,1448,1457,10,current_access_transformation_of_current_view_pi,1452,1457,6,4,4,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Lemma,False,current_src_args_of_current_view_pi,1459,1470,12,current_src_args_of_current_view_pi,1463,1470,8,6,6,1,current_src_args_of_current_view_pi_eq,0,1,0,0,,0,False,internal-live
"Representation, OpenScop, and current view",Lemma,False,current_src_args_of_current_view_pi_eq,1472,1486,15,current_src_args_of_current_view_pi_eq,1478,1486,9,7,7,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Definition,False,eqdom_pinstr,1488,1497,10,eqdom_pinstr,,,0,0,0,13,eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_instr_nth_rel;eqdom_pinstr_implies_flatten_instr_nth_retime;eqdom_pinstr_implies_flatten_instr_same_len;eqdom_pinstr_implies_flatten_same_np_set;eqdom_pinstr_symm;eqdom_pinstrs_implies_flatten_instr_nth_rel;eqdom_pinstrs_implies_flatten_instrs_exists;eqdom_pprog;wf_pil_affine_implies_wf_pil_ext_affine;wf_pil_implies_wf_pil_ext;wf_pinstr_affine_implies_wf_pinstr_ext_affine;wf_pinstr_implies_wf_pinstr_ext,0,15,0,29,src/AffineValidator.v;src/ParallelValidator.v;src/TilingRelation.v,6,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,eqdom_pprog,1499,1506,8,eqdom_pprog,,,0,0,0,1,eqdom_pprog_symm,0,3,0,15,src/AffineValidator.v;src/TilingRelation.v,4,True,confirmed-external
"Representation, OpenScop, and current view",Lemma,False,eqdom_pinstr_symm,1508,1515,8,eqdom_pinstr_symm,1512,1515,4,2,2,1,eqdom_pprog_symm,0,1,0,1,src/AffineValidator.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Lemma,False,eqdom_pprog_symm,1517,1530,14,eqdom_pprog_symm,1521,1530,10,8,8,0,,0,0,0,1,src/AffineValidator.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,scanned,1532,1532,1,scanned,,,0,0,0,10,poly_elim_schedule_semantics_preserve;poly_lex_concat;poly_lex_semantics;poly_lex_semantics_extensionality;poly_semantics;poly_semantics_concat;poly_semantics_extensionality;poly_semantics_k;scanned_proper;scanned_wf_compat,0,22,1,14,polygen/ASTGen.v;src/PrepareCodegen.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Instance,False,scanned_proper,1535,1542,8,scanned_proper,1536,1542,7,5,5,1,scanned_wf_compat,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,env_scan,1545,1549,5,env_scan,,,0,0,0,4,env_poly_lex_semantics;env_poly_semantics;env_scan_proper;poly_elim_schedule_semantics_env_preserve,0,8,0,48,polygen/ASTGen.v;src/PrepareCodegen.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Instance,False,env_scan_proper,1552,1557,6,env_scan_proper,1553,1557,5,3,3,1,poly_elim_schedule_semantics_env_preserve,0,2,0,2,polygen/ASTGen.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Notation,False,wf_scan,1559,1559,1,wf_scan,,,0,0,0,5,poly_elim_schedule_semantics_preserve;poly_lex_concat;poly_lex_concat_seq;poly_semantics_concat;scanned_wf_compat,0,8,0,0,,0,True,internal-live
Implicit-point operational semantics,Inductive,False,poly_semantics,1564,1576,13,poly_semantics,,,0,0,0,7,PolyDone;PolyProgress;env_poly_semantics;poly_elim_schedule_semantics_preserve;poly_sema_k_eq;poly_semantics_concat;poly_semantics_extensionality,3,12,0,2,src/PrepareCodegen.v,0,True,confirmed-external
Implicit-point operational semantics,Constructor,False,PolyDone,1565,1576,12,poly_semantics,,,0,0,0,4,PolyProgress;poly_elim_schedule_semantics_preserve;poly_semantics;poly_semantics_extensionality,0,2,0,0,,0,True,internal-live
Implicit-point operational semantics,Constructor,False,PolyProgress,1568,1576,9,poly_semantics,,,0,0,0,5,PolyDone;poly_elim_schedule_semantics_preserve;poly_semantics;poly_semantics_concat;poly_semantics_extensionality,0,3,0,0,,0,True,internal-live
Implicit-point operational semantics,Inductive,False,poly_semantics_k,1578,1590,13,poly_semantics_k,,,0,0,0,3,PolyDoneK;PolyProgressK;poly_sema_k_eq,3,4,0,0,,0,False,internal-live
Implicit-point operational semantics,Constructor,False,PolyDoneK,1579,1590,12,poly_semantics_k,,,0,0,0,2,PolyProgressK;poly_semantics_k,0,0,0,0,,0,False,internal-live
Implicit-point operational semantics,Constructor,False,PolyProgressK,1582,1590,9,poly_semantics_k,,,0,0,0,2,PolyDoneK;poly_semantics_k,0,0,0,0,,0,False,internal-live
Implicit-point operational semantics,Lemma,False,poly_sema_k_eq,1592,1606,15,poly_sema_k_eq,1596,1606,11,9,9,0,,0,0,0,0,,0,False,zero-reference
Implicit-point operational semantics,Definition,False,env_poly_semantics,1609,1610,2,env_poly_semantics,,,0,0,0,2,poly_elim_schedule_semantics_env_preserve;semantics,0,3,0,4,polygen/CodeGen.v;src/PrepareCodegen.v,0,True,confirmed-external
Implicit-point operational semantics,Inductive,False,semantics,1613,1620,8,semantics,,,0,0,0,1,PSemaIntro,1,1,0,3,driver/PolOpt.v;polygen/CodeGen.v;src/PrepareCodegen.v,369,True,confirmed-external
Implicit-point operational semantics,Constructor,False,PSemaIntro,1614,1620,7,semantics,,,0,0,0,1,semantics,0,0,0,1,polygen/CodeGen.v,0,True,confirmed-external
Implicit-point operational semantics,Theorem,False,poly_semantics_extensionality,1622,1643,22,poly_semantics_extensionality,1628,1643,16,14,14,1,poly_semantics_concat,0,2,0,0,,0,False,internal-live
Implicit-point operational semantics,Lemma,False,scanned_wf_compat,1646,1650,5,scanned_wf_compat,1648,1650,3,1,1,3,poly_elim_schedule_semantics_preserve;poly_lex_concat;poly_semantics_concat,0,4,0,0,,0,True,internal-live
Implicit-point operational semantics,Theorem,False,poly_semantics_concat,1652,1736,85,poly_semantics_concat,1664,1736,73,71,71,0,,0,0,0,0,,0,False,zero-reference
Normal instruction points and flattening,Notation,False,InstrPoint,1748,1748,1,InstrPoint,,,0,0,0,16,belongs_to;belongs_to_current_view_pi_iff;belongs_to_implies_NoDupA_np;eqdom_pinstrs_implies_flatten_instrs_exists;flatten_instr_nth;flatten_instr_nth_current_view_iff;flatten_instrs;flatten_instrs_app_singleton_inv;flatten_instrs_current_view_iff;instr_point_sched_le;np_eq;np_lt;old_of_ext;permut_implies_ext_permut_new;retime_ip;same_np_set,1,19,0,174,src/AffineValidator.v;src/Extractor.v;src/ISSCutSemantics.v;src/ISSSemantics.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/TilingRelation.v;src/TilingValidator.v,41,True,confirmed-external
Normal instruction points and flattening,Notation,False,ip_nth,1749,1749,1,ip_nth,,,0,0,0,21,NoDupA_iplies_map_np_implies_NoDupA_np;Sorted_ipl_map_np_sorted_np;belongs_to_implies_NoDupA_np;eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_instr_nth_retime;eqdom_pinstr_implies_flatten_same_np_set;eqdom_same_ipl_length;eqdom_same_ipl_length_lt_impossible;flatten_instr_nth;flatten_instrs;flatten_instrs_app_singleton;flatten_instrs_app_singleton_inv;flatten_instrs_ipl_n_lt_len;flatten_instrs_nil_implies_nil;flatten_instrs_nil_sub_nil;new_of_ext;np_eq;np_lt;np_lt_map_prsv_np_lt;old_of_ext;retime_ip,1,64,0,239,src/AffineValidator.v;src/Extractor.v;src/ISSCutSemantics.v;src/ISSSemantics.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/TilingRelation.v;src/TilingValidator.v,17,True,confirmed-external
Normal instruction points and flattening,Notation,False,ip_index,1750,1750,1,ip_index,,,0,0,0,21,NoDupA_iplies_map_np_implies_NoDupA_np;Sorted_ipl_map_np_sorted_np;belongs_to;belongs_to_current_view_pi_iff;belongs_to_implies_NoDupA_np;eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_instr_nth_retime;eqdom_pinstr_implies_flatten_same_np_set;eqdom_same_ipl_length;eqdom_same_ipl_length_lt_impossible;flatten_instr_nth;flatten_instr_nth_current_view_iff;flatten_instrs;flatten_instrs_nil_implies_nil;new_of_ext;np_eq;np_lt;np_lt_map_prsv_np_lt;np_lt_proper;old_of_ext;retime_ip,1,87,0,342,src/AffineValidator.v;src/Extractor.v;src/ISSCutSemantics.v;src/ISSSemantics.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/TilingRelation.v;src/TilingValidator.v,16,True,confirmed-external
Normal instruction points and flattening,Notation,False,ip_transformation,1751,1751,1,ip_transformation,,,0,0,0,9,belongs_to;eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_instr_nth_retime;eqdom_pinstr_implies_flatten_same_np_set;eqdom_same_ipl_length;eqdom_same_ipl_length_lt_impossible;new_of_ext;old_of_ext;retime_ip,1,25,0,58,src/AffineValidator.v;src/Extractor.v;src/ISSCutSemantics.v;src/ISSSemantics.v;src/PrepareCodegen.v;src/TilingRelation.v;src/TilingValidator.v,14,True,confirmed-external
Normal instruction points and flattening,Notation,False,ip_time_stamp,1752,1752,1,ip_time_stamp,,,0,0,0,15,belongs_to;eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_instr_nth_retime;eqdom_pinstr_implies_flatten_same_np_set;eqdom_same_ipl_length;eqdom_same_ipl_length_lt_impossible;instr_point_sched_cmp_irrefl;instr_point_sched_eqb_ltb_implies_ltb;instr_point_sched_eqb_symm;instr_point_sched_le;instr_point_sched_le_trans;instr_point_sched_ltb_eqb_implies_ltb;new_of_ext;old_of_ext;retime_ip,1,35,0,152,src/AffineValidator.v;src/Extractor.v;src/ISSCutSemantics.v;src/ISSSemantics.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/TilingRelation.v;src/TilingValidator.v,21,True,confirmed-external
Normal instruction points and flattening,Notation,False,ip_instruction,1753,1753,1,ip_instruction,,,0,0,0,9,belongs_to;eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_instr_nth_retime;eqdom_pinstr_implies_flatten_same_np_set;eqdom_same_ipl_length;eqdom_same_ipl_length_lt_impossible;new_of_ext;old_of_ext;retime_ip,1,25,0,51,src/AffineValidator.v;src/Extractor.v;src/ISSCutSemantics.v;src/ISSSemantics.v;src/PrepareCodegen.v;src/TilingRelation.v;src/TilingValidator.v,14,True,confirmed-external
Normal instruction points and flattening,Notation,False,ip_depth,1754,1754,1,ip_depth,,,0,0,0,9,belongs_to;eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_instr_nth_retime;eqdom_pinstr_implies_flatten_same_np_set;eqdom_same_ipl_length;eqdom_same_ipl_length_lt_impossible;new_of_ext;old_of_ext;retime_ip,1,20,0,57,src/AffineValidator.v;src/Extractor.v;src/ISSCutSemantics.v;src/ISSSemantics.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/TilingRelation.v;src/TilingValidator.v,13,True,confirmed-external
