Warning: truncated output (original token count: 105285)
Total output lines: 819

kind,name,qualified_name,module_path,section_path,mutual_parent,decl_line,decl_end_line,proof_line,proof_end_line,proof_terminator,proof_span_lines,proof_body_nonblank_lines,internal_dependencies_count,internal_dependencies,internal_callers_count,internal_callers,qualified_external_use_count,qualified_external_uses,confirmed_external_root,reachable_from_any_external_root,runtime_root,reachable_from_runtime_root
Lemma,affine_product_schedule_row_of_tile_link_base,TilingBandScheduleValidator.affine_product_schedule_row_of_tile_link_base,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3869,3896,3877,3896,Qed,20,18,1,schedule_row_of_tile_link_base,1,eval_tile_links_from_schedule_rows_aux,0,,no,yes,no,yes
Lemma,eval_tile_links_from_schedule_rows_aux,TilingBandScheduleValidator.eval_tile_links_from_schedule_rows_aux,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3898,3968,3913,3968,Qed,56,54,4,affine_product_schedule_row_of_tile_link_base;listz_strict_eqb;listz_strict_eqb_eq;schedule_rows_of_links_aux,1,eval_tile_links_from_schedule_rows,0,,no,yes,no,yes
Lemma,eval_tile_links_from_schedule_rows,TilingBandScheduleValidator.eval_tile_links_from_schedule_rows,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3970,3995,3984,3995,Qed,12,10,2,eval_tile_links_from_schedule_rows_aux;schedule_rows_of_links,6,common_recipe_band_pointwise_le_implies_tiles_pointwise_le;common_recipe_equal_band_block_implies_equal_tiles;eval_tile_links_eq_scalar_aware_loop_tile_values;eval_tile_links_from_common_recipe_affine_product_eq;ordinary_semantic_band_shape_reversal_bridge;phase_semantic_added_tiles_eq,0,,no,yes,no,yes
Lemma,insert_zeros_length_exact_local,TilingBandScheduleValidator.insert_zeros_length_exact_local,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3997,4009,4001,4009,Qed,9,7,0,,1,lift_schedule_after_env_exact_cols,0,,no,yes,no,yes
Lemma,lift_schedule_after_env_exact_cols,TilingBandScheduleValidator.lift_schedule_after_env_exact_cols,TilingBandScheduleValidator,SecondLevelShapeRecognition,,4011,4032,4017,4032,Qed,16,14,1,insert_zeros_length_exact_local,6,lift_semantic_schedules_for_tiling_exact_cols;phase_semantic_lifted_band_rows_exact_cols;scalar_aware_stripmine_schedule_after_env_eval;stripmine_schedule_after_env_eval;stripmine_second_level_schedule_after_env_eval;stripmine_second_level_schedule_interleaved_after_env_eval,0,,no,yes,no,yes
Lemma,affine_product_firstn,TilingBandScheduleValidator.affine_product_firstn,TilingBandScheduleValidator,SecondLevelShapeRecognition,,4034,4044,4037,4044,Qed,8,6,0,,7,ordinary_pair_local_reversal_bridge_wf_with_env_len;project_band_ip_ext_belongs_to_ext;schedule_matches_with_trailing_zero_padding_affine_product_firstn;second_level_local_reversal_bridge_by_layout_wf_with_env_len;stripmine_schedule_after_env_eval;stripmine_second_level_schedule_after_env_eval;stripmine_second_level_schedule_interleaved_after_env_eval,6,src/TilingBandMixedSecondValidator.v:601:Core.affine_product_firstn;src/TilingBandMixedSecondValidator.v:1298:Core.affine_product_firstn;src/TilingBandMixedSecondValidator.v:1307:Core.affine_product_firstn;src/TilingBandMixedSecondValidator.v:1559:Core.affine_product_firstn;src/TilingBandMixedSecondValidator.v:2538:Core.affine_product_firstn;src/TilingBandMixedSecondValidator.v:2547:Core.affine_product_firstn,yes,yes,no,yes
Lemma,in_firstn_local,TilingBandScheduleValidator.in_firstn_local,TilingBandScheduleValidator,SecondLevelShapeRecognition,,4046,4058,4050,4058,Qed,9,7,0,,1,exact_listzzs_cols_firstn_local,0,,no,yes,no,yes
Lemma,exact_listzzs_cols_firstn_local,TilingBandScheduleValidator.exact_listzzs_cols_firstn_local,TilingBandScheduleValidator,SecondLevelShapeRecognition,,4060,4068,4064,4068,Qed,5,3,1,in_firstn_local,7,exact_listzzs_cols_prioritize_pluto_band_component_or_zero_rows;exact_listzzs_cols_prioritize_pluto_band_component_rows;make_pluto_band_component_guard_polys_bad_component_sound;make_scalar_aware_band_component_guard_polys_bad_sound;project_band_pi_ext_wf_tiling;project_cutoff_pi_ext_wf_til…45285 tokens truncated…amWideSemanticReconstruction,,15201,15222,,,,0,0,1,compact_semantic_schedule,14,compact_semantic_schedules_length;compact_semantic_schedules_nth_error;infer_pprog_ordinary_semantic_band_shape;infer_pprog_ordinary_semantic_band_shape_sound;infer_pprog_phase_semantic_ordinary_band_shape;infer_pprog_phase_semantic_ordinary_band_shape_sound;infer_pprog_phase_semantic_second_level_band_shape;infer_pprog_phase_semantic_second_level_band_shape_sound;infer_pprog_second_level_semantic_band_shape;infer_pprog_second_level_semantic_band_shape_sound;ordinary_semantic_band_shape_property_with_witness;ordinary_semantic_rows_exact_cols;second_level_semantic_band_shape_property_with_witness;second_level_semantic_rows_exact_cols,0,,no,yes,no,yes
Fixpoint,lift_semantic_schedules_for_tiling,TilingBandScheduleValidator.lift_semantic_schedules_for_tiling,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15223,15242,,,,0,0,0,,12,checked_tiling_sourceb_semantic_band_direct;checked_tiling_sourceb_semantic_band_direct_ordinary_correct_same_ctxt;checked_tiling_sourceb_semantic_band_direct_second_correct_same_ctxt;checked_tiling_sourceb_semantic_band_direct_true_inv;lift_semantic_schedules_for_tiling_exact_cols;lift_semantic_schedules_for_tiling_length;lift_semantic_schedules_for_tiling_nth_error;ordinary_semantic_band_direct_reordering_safe;ordinary_semantic_band_shape_reversal_bridge;second_level_semantic_band_direct_reordering_safe;second_level_semantic_band_shape_reversal_bridge;semantic_band_direct_shape,0,,no,yes,no,yes
Definition,semantic_ordinary_target_schedule,TilingBandScheduleValidator.semantic_ordinary_target_schedule,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15243,15252,,,,0,0,1,zero_schedule_row,5,check_ordinary_semantic_schedulesb;ordinary_semantic_band_shape_reversal_bridge;ordinary_semantic_schedules_match;ordinary_semantic_schedules_match_nth_error;semantic_ordinary_target_schedule_eval,0,,no,yes,no,yes
Definition,semantic_second_level_grouped_target_schedule,TilingBandScheduleValidator.semantic_second_level_grouped_target_schedule,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15253,15268,,,,0,0,5,identity_affine_rows_at;second_level_band_recipe;second_level_child_positions;second_level_root_positions;zero_schedule_row,2,semantic_second_level_target_schedule;semantic_second_level_target_schedule_eval,0,,no,yes,no,yes
Definition,semantic_second_level_interleaved_target_schedule,TilingBandScheduleValidator.semantic_second_level_interleaved_target_schedule,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15269,15281,,,,0,0,2,second_level_band_recipe;zero_schedule_row,2,semantic_second_level_target_schedule;semantic_second_level_target_schedule_eval,0,,no,yes,no,yes
Definition,semantic_second_level_target_schedule,TilingBandScheduleValidator.semantic_second_level_target_schedule,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15282,15296,,,,0,0,4,second_level_band_recipe;second_level_schedule_layout;semantic_second_level_grouped_target_schedule;semantic_second_level_interleaved_target_schedule,5,check_second_level_semantic_schedulesb;second_level_semantic_band_shape_reversal_bridge;second_level_semantic_schedules_match;second_level_semantic_schedules_match_nth_error;semantic_second_level_target_schedule_eval,0,,no,yes,no,yes
Fixpoint,check_ordinary_semantic_schedulesb,TilingBandScheduleValidator.check_ordinary_semantic_schedulesb,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15297,15316,,,,0,0,2,check_schedule_with_symmetric_trailing_zero_paddingb;semantic_ordinary_target_schedule,3,check_ordinary_semantic_schedulesb_sound;infer_pprog_ordinary_semantic_band_shape;infer_pprog_ordinary_semantic_band_shape_sound,0,,no,yes,no,yes
Fixpoint,check_second_level_semantic_schedulesb,TilingBandScheduleValidator.check_second_level_semantic_schedulesb,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15317,15339,,,,0,0,4,check_schedule_with_symmetric_trailing_zero_paddingb;second_level_band_recipe;second_level_schedule_layout;semantic_second_level_target_schedule,3,check_second_level_semantic_schedulesb_sound;infer_pprog_second_level_semantic_band_shape;infer_pprog_second_level_semantic_band_shape_sound,0,,no,yes,no,yes
Definition,check_schedule_lists_zero_erasure_same_masksb,TilingBandScheduleValidator.check_schedule_lists_zero_erasure_same_masksb,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15340,15352,,,,0,0,3,check_schedule_lists_after_zero_erasureb;check_schedule_masks_eqb;strict_zero_schedule_mask,5,check_phase_semantic_second_level_schedules_zero_erasureb;check_schedule_lists_zero_erasure_same_masksb_sound;schedule_lists_zero_erasure_accepts_uniform_strict_zero_layouts;schedule_lists_zero_erasure_rejects_nonuniform_expected_masks;schedule_lists_zero_erasure_rejects_nonzero_scalar_deletion,0,,no,yes,no,yes
Example,schedule_lists_zero_erasure_accepts_uniform_strict_zero_layouts,TilingBandScheduleValidator.schedule_lists_zero_erasure_accepts_uniform_strict_zero_layouts,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15353,15363,15363,15363,Qed,1,1,1,check_schedule_lists_zero_erasure_same_masksb,0,,0,,no,no,no,no
Example,schedule_lists_zero_erasure_rejects_nonuniform_expected_masks,TilingBandScheduleValidator.schedule_lists_zero_erasure_rejects_nonuniform_expected_masks,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15365,15377,15377,15377,Qed,1,1,1,check_schedule_lists_zero_erasure_same_masksb,0,,0,,no,no,no,no
Example,schedule_lists_zero_erasure_rejects_nonzero_scalar_deletion,TilingBandScheduleValidator.schedule_lists_zero_erasure_rejects_nonzero_scalar_deletion,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15379,15386,15386,15386,Qed,1,1,1,check_schedule_lists_zero_erasure_same_masksb,0,,0,,no,no,no,no
Record,ordinary_semantic_band_shape,TilingBandScheduleValidator.ordinary_semantic_band_shape,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15388,15393,,,,0,0,0,,3,infer_pprog_ordinary_semantic_band_shape;infer_pprog_ordinary_semantic_band_shape_sound;ordinary_semantic_band_shape_property_with_witness,0,,no,yes,no,yes
Record,second_level_semantic_band_shape,TilingBandScheduleValidator.second_level_semantic_band_shape,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15394,15402,,,,0,0,2,second_level_band_recipe;second_level_schedule_layout,3,infer_pprog_second_level_semantic_band_shape;infer_pprog_second_level_semantic_band_shape_sound;second_level_semantic_band_shape_property_with_witness,0,,no,yes,no,yes
Definition,infer_pprog_ordinary_semantic_band_shape,TilingBandScheduleValidator.infer_pprog_ordinary_semantic_band_shape,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15403,15440,,,,0,0,6,check_ordinary_semantic_schedulesb;compact_semantic_schedules;global_semantic_schedule_mask;infer_global_prefix_sizes;ordinary_semantic_band_shape;parse_ordinary_semantic_data,6,checked_tiling_sourceb_semantic_band_direct;checked_tiling_sourceb_semantic_band_direct_ordinary_correct_same_ctxt;checked_tiling_sourceb_semantic_band_direct_second_correct_same_ctxt;checked_tiling_sourceb_semantic_band_direct_true_inv;infer_pprog_ordinary_semantic_band_shape_sound;semantic_band_direct_shape,0,,no,yes,no,yes
Definition,infer_pprog_second_level_semantic_band_shape,TilingBandScheduleValidator.infer_pprog_second_level_semantic_band_shape,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15441,15502,,,,0,0,6,check_second_level_semantic_schedulesb;compact_semantic_schedules;global_semantic_schedule_mask;infer_global_prefix_sizes;parse_second_level_semantic_recipes;second_level_semantic_band_shape,5,checked_tiling_sourceb_semantic_band_direct;checked_tiling_sourceb_semantic_band_direct_second_correct_same_ctxt;checked_tiling_sourceb_semantic_band_direct_true_inv;infer_pprog_second_level_semantic_band_shape_sound;semantic_band_direct_shape,0,,no,yes,no,yes
Definition,checked_tiling_sourceb_semantic_band_direct,TilingBandScheduleValidator.checked_tiling_sourceb_semantic_band_direct,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15503,15539,,,,0,0,4,check_semantic_band_components_direct;infer_pprog_ordinary_semantic_band_shape;infer_pprog_second_level_semantic_band_shape;lift_semantic_schedules_for_tiling,5,checked_tiling_sourceb_semantic_band_direct_componentwise_sound;checked_tiling_sourceb_semantic_band_direct_correct_same_ctxt;checked_tiling_sourceb_semantic_band_direct_ordinary_correct_same_ctxt;checked_tiling_sourceb_semantic_band_direct_second_correct_same_ctxt;checked_tiling_sourceb_semantic_band_direct_true_inv,1,src/TilingBandDirectRuntime.v:136:Legacy.checked_tiling_sourceb_semantic_band_direct,yes,yes,yes,yes
Lemma,select_by_mask_map,TilingBandScheduleValidator.select_by_mask_map,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15540,15549,15544,15549,Qed,6,4,1,select_by_mask,1,affine_product_select_by_mask,0,,no,yes,no,yes
Lemma,affine_product_select_by_mask,TilingBandScheduleValidator.affine_product_select_by_mask,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15551,15559,15555,15559,Qed,5,3,2,select_by_mask;select_by_mask_map,6,eval_tile_links_eq_scalar_aware_loop_tile_values;ordinary_semantic_band_shape_reversal_bridge;phase_semantic_added_tiles_eq;phase_semantic_second_added_tiles_eq;scalar_aware_pair_local_reversal_bridge_wf_with_env_len;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,select_by_mask_length_same,TilingBandScheduleValidator.select_by_mask_length_same,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15561,15573,15567,15573,Qed,7,5,1,select_by_mask,2,ordinary_semantic_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,select_by_mask_in,TilingBandScheduleValidator.select_by_mask_in,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15575,15588,15579,15588,Qed,10,8,1,select_by_mask,1,exact_listzzs_cols_select_by_mask,0,,no,yes,no,yes
Lemma,exact_listzzs_cols_select_by_mask,TilingBandScheduleValidator.exact_listzzs_cols_select_by_mask,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15590,15600,15594,15600,Qed,7,5,2,select_by_mask;select_by_mask_in,1,compact_semantic_schedule_exact_cols,0,,no,yes,no,yes
Lemma,exact_listzzs_cols_repeat_zero_schedule_row,TilingBandScheduleValidator.exact_listzzs_cols_repeat_zero_schedule_row,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15602,15614,15606,15614,Qed,9,7,1,zero_schedule_row,1,exact_listzzs_cols_pad_schedule_to_len,0,,no,yes,no,yes
Lemma,exact_listzzs_cols_pad_schedule_to_len,TilingBandScheduleValidator.exact_listzzs_cols_pad_schedule_to_len,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15616,15627,15621,15627,Qed,7,5,2,exact_listzzs_cols_app_local_component;exact_listzzs_cols_repeat_zero_schedule_row,2,compact_semantic_schedule_exact_cols;phase_semantic_lifted_band_rows_exact_cols,0,,no,yes,no,yes
Lemma,compact_semantic_schedule_exact_cols,TilingBandScheduleValidator.compact_semantic_schedule_exact_cols,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15629,15640,15634,15640,Qed,7,5,3,compact_semantic_schedule;exact_listzzs_cols_pad_schedule_to_len;exact_listzzs_cols_select_by_mask,2,ordinary_semantic_rows_exact_cols;second_level_semantic_rows_exact_cols,0,,no,yes,no,yes
Lemma,schedule_rows_of_links_aux_exact_cols,TilingBandScheduleValidator.schedule_rows_of_links_aux_exact_cols,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15642,15690,15651,15690,Qed,40,38,3,listz_strict_eqb;schedule_row_of_tile_link_base;schedule_rows_of_links_aux,1,schedule_rows_of_links_exact_cols,0,,no,yes,no,yes
Lemma,schedule_rows_of_links_exact_cols,TilingBandScheduleValidator.schedule_rows_of_links_exact_cols,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15692,15704,15698,15704,Qed,7,5,2,schedule_rows_of_links;schedule_rows_of_links_aux_exact_cols,1,ordinary_semantic_rows_exact_cols,0,,no,yes,no,yes
Lemma,affine_function_is_zero_sound_local,TilingBandScheduleValidator.affine_function_is_zero_sound_local,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15706,15732,15710,15732,Qed,23,21,0,,1,affine_function_is_zero_eval_local,0,,no,yes,no,yes
Lemma,affine_function_is_zero_eval_local,TilingBandScheduleValidator.affine_function_is_zero_eval_local,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15734,15748,15738,15748,Qed,11,9,1,affine_function_is_zero_sound_local,1,global_semantic_schedule_mask_zero_on_false,0,,no,yes,no,yes
Lemma,lift_semantic_schedules_for_tiling_length,TilingBandScheduleValidator.lift_semantic_schedules_for_tiling_length,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15750,15769,15756,15769,Qed,14,12,1,lift_semantic_schedules_for_tiling,2,ordinary_semantic_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,lift_semantic_schedules_for_tiling_exact_cols,TilingBandScheduleValidator.lift_semantic_schedules_for_tiling_exact_cols,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15771,15809,15786,15809,Qed,24,22,2,lift_schedule_after_env_exact_cols;lift_semantic_schedules_for_tiling,2,ordinary_semantic_band_direct_reordering_safe;second_level_semantic_band_direct_reordering_safe,0,,no,yes,no,yes
Inductive,ordinary_semantic_schedules_match,TilingBandScheduleValidator.ordinary_semantic_schedules_match,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15811,15833,,,,0,0,2,schedule_matches_with_symmetric_trailing_zero_padding;semantic_ordinary_target_schedule,3,check_ordinary_semantic_schedulesb_sound;ordinary_semantic_band_shape_property_with_witness;ordinary_semantic_schedules_match_nth_error,0,,no,yes,no,yes
Lemma,check_ordinary_semantic_schedulesb_sound,TilingBandScheduleValidator.check_ordinary_semantic_schedulesb_sound,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15834,15858,15840,15858,Qed,19,17,3,check_ordinary_semantic_schedulesb;check_schedule_with_symmetric_trailing_zero_paddingb_sound;ordinary_semantic_schedules_match,1,infer_pprog_ordinary_semantic_band_shape_sound,0,,no,yes,no,yes
Inductive,second_level_semantic_schedules_match,TilingBandScheduleValidator.second_level_semantic_schedules_match,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15860,15887,,,,0,0,4,schedule_matches_with_symmetric_trailing_zero_padding;second_level_band_recipe;second_level_schedule_layout;semantic_second_level_target_schedule,3,check_second_level_semantic_schedulesb_sound;second_level_semantic_band_shape_property_with_witness;second_level_semantic_schedules_match_nth_error,0,,no,yes,no,yes
Lemma,check_second_level_semantic_schedulesb_sound,TilingBandScheduleValidator.check_second_level_semantic_schedulesb_sound,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15888,15916,15897,15916,Qed,20,18,3,check_schedule_with_symmetric_trailing_zero_paddingb_sound;check_second_level_semantic_schedulesb;second_level_semantic_schedules_match,1,infer_pprog_second_level_semantic_band_shape_sound,0,,no,yes,no,yes
Definition,schedule_lists_zero_erasure_match,TilingBandScheduleValidator.schedule_lists_zero_erasure_match,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15918,15932,,,,0,0,1,strict_zero_schedule_mask,3,check_schedule_lists_zero_erasure_same_masksb_sound;phase_semantic_second_level_schedules_equivalent;schedule_lists_zero_erasure_match_pair_lex,0,,no,yes,no,yes
Lemma,check_schedule_lists_zero_erasure_same_masksb_sound,TilingBandScheduleValidator.check_schedule_lists_zero_erasure_same_masksb_sound,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15933,15960,15937,15960,Qed,24,22,5,check_schedule_lists_after_zero_erasureb_sound;check_schedule_lists_zero_erasure_same_masksb;check_schedule_masks_eqb_sound;schedule_lists_zero_erasure_match;strict_zero_schedule_mask,1,check_phase_semantic_second_level_schedulesb_sound,0,,no,yes,no,yes
Lemma,schedule_lists_zero_erasure_match_pair_lex,TilingBandScheduleValidator.schedule_lists_zero_erasure_match_pair_lex,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,15962,16030,15976,16030,Qed,55,53,2,lex_compare_affine_product_remove_zero_same_mask;schedule_lists_zero_erasure_match,1,phase_semantic_second_schedules_equivalent_pair_lex,0,,no,yes,no,yes
Lemma,option_if_some_inv_local,TilingBandScheduleValidator.option_if_some_inv_local,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16032,16041,16036,16041,Qed,6,4,0,,2,infer_pprog_ordinary_semantic_band_shape_sound;infer_pprog_second_level_semantic_band_shape_sound,0,,no,yes,no,yes
Lemma,option_if_then_some_inv_local,TilingBandScheduleValidator.option_if_then_some_inv_local,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16043,16051,16047,16051,Qed,5,3,0,,1,infer_pprog_second_level_semantic_band_shape_sound,0,,no,yes,no,yes
Lemma,option_if_some_else_inv_local,TilingBandScheduleValidator.option_if_some_else_inv_local,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16053,16063,16058,16063,Qed,6,4,0,,1,infer_pprog_second_level_semantic_band_shape_sound,0,,no,yes,no,yes
Definition,ordinary_semantic_band_shape_property_with_witness,TilingBandScheduleValidator.ordinary_semantic_band_shape_property_with_witness,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16065,16090,,,,0,0,6,compact_semantic_schedules;global_semantic_schedule_mask;infer_global_prefix_sizes;ordinary_semantic_band_shape;ordinary_semantic_schedules_match;parse_ordinary_semantic_data,4,infer_pprog_ordinary_semantic_band_shape_sound;ordinary_semantic_band_direct_reordering_safe;ordinary_semantic_band_shape_reversal_bridge;semantic_band_direct_shape,0,,no,yes,no,yes
Lemma,infer_pprog_ordinary_semantic_band_shape_sound,TilingBandScheduleValidator.infer_pprog_ordinary_semantic_band_shape_sound,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16091,16156,16096,16156,Qed,61,59,10,check_ordinary_semantic_schedulesb;check_ordinary_semantic_schedulesb_sound;compact_semantic_schedules;global_semantic_schedule_mask;infer_global_prefix_sizes;infer_pprog_ordinary_semantic_band_shape;option_if_some_inv_local;ordinary_semantic_band_shape;ordinary_semantic_band_shape_property_with_witness;parse_ordinary_semantic_data,2,checked_tiling_sourceb_semantic_band_direct_ordinary_correct_same_ctxt;checked_tiling_sourceb_semantic_band_direct_true_inv,0,,no,yes,no,yes
Definition,second_level_semantic_band_shape_property_with_witness,TilingBandScheduleValidator.second_level_semantic_band_shape_property_with_witness,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16158,16193,,,,0,0,6,compact_semantic_schedules;global_semantic_schedule_mask;infer_global_prefix_sizes;parse_second_level_semantic_recipes;second_level_semantic_band_shape;second_level_semantic_schedules_match,4,infer_pprog_second_level_semantic_band_shape_sound;second_level_semantic_band_direct_reordering_safe;second_level_semantic_band_shape_reversal_bridge;semantic_band_direct_shape,0,,no,yes,no,yes
Lemma,infer_pprog_second_level_semantic_band_shape_sound,TilingBandScheduleValidator.infer_pprog_second_level_semantic_band_shape_sound,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16194,16367,16199,16367,Qed,169,167,12,check_second_level_semantic_schedulesb;check_second_level_semantic_schedulesb_sound;compact_semantic_schedules;global_semantic_schedule_mask;infer_global_prefix_sizes;infer_pprog_second_level_semantic_band_shape;option_if_some_else_inv_local;option_if_some_inv_local;option_if_then_some_inv_local;parse_second_level_semantic_recipes;second_level_semantic_band_shape;second_level_semantic_band_shape_property_with_witness,2,checked_tiling_sourceb_semantic_band_direct_second_correct_same_ctxt;checked_tiling_sourceb_semantic_band_direct_true_inv,0,,no,yes,no,yes
Inductive,semantic_band_direct_shape,TilingBandScheduleValidator.semantic_band_direct_shape,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16369,16396,,,,0,0,5,infer_pprog_ordinary_semantic_band_shape;infer_pprog_second_level_semantic_band_shape;lift_semantic_schedules_for_tiling;ordinary_semantic_band_shape_property_with_witness;second_level_semantic_band_shape_property_with_witness,2,checked_tiling_sourceb_semantic_band_direct_componentwise_sound;checked_tiling_sourceb_semantic_band_direct_true_inv,0,,no,yes,no,yes
Lemma,checked_tiling_sourceb_semantic_band_direct_true_inv,TilingBandScheduleValidator.checked_tiling_sourceb_semantic_band_direct_true_inv,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16397,16473,16412,16473,Qed,62,60,8,check_semantic_band_components_direct;checked_tiling_sourceb_semantic_band_direct;infer_pprog_ordinary_semantic_band_shape;infer_pprog_ordinary_semantic_band_shape_sound;infer_pprog_second_level_semantic_band_shape;infer_pprog_second_level_semantic_band_shape_sound;lift_semantic_schedules_for_tiling;semantic_band_direct_shape,2,checked_tiling_sourceb_semantic_band_direct_componentwise_sound;checked_tiling_sourceb_semantic_band_direct_correct_same_ctxt,1,src/TilingBandDirectRuntime.v:210:Legacy.checked_tiling_sourceb_semantic_band_direct_true_inv,yes,yes,yes,yes
Lemma,checked_tiling_sourceb_semantic_band_direct_componentwise_sound,TilingBandScheduleValidator.checked_tiling_sourceb_semantic_band_direct_componentwise_sound,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16475,16523,16505,16523,Qed,19,17,5,check_semantic_band_components_direct_sound;checked_tiling_sourceb_semantic_band_direct;checked_tiling_sourceb_semantic_band_direct_true_inv;pinstr_list_semantic_componentwise_permutable;semantic_band_direct_shape,0,,0,,no,no,no,no
Lemma,semantic_stripmined_reversal_implies_decreasing_component,TilingBandScheduleValidator.semantic_stripmined_reversal_implies_decreasing_component,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16525,16594,16541,16594,Qed,54,52,2,listz_pointwise_le;stripmined_reversal_implies_decreasing_band_component,3,ordinary_semantic_band_shape_reversal_bridge;phase_semantic_ordinary_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,semantic_stripmined_reversal_implies_decreasing_component_lex,TilingBandScheduleValidator.semantic_stripmined_reversal_implies_decreasing_component_lex,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16596,16661,16614,16661,Qed,48,46,2,listz_pointwise_le;stripmined_reversal_implies_decreasing_band_component,1,phase_semantic_second_level_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,listz_prefixb_sound,TilingBandScheduleValidator.listz_prefixb_sound,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16663,16678,16668,16678,Qed,11,9,2,listz_prefixb;listz_strict_eqb_eq,1,merge_prefix_sizes_sound,0,,no,yes,no,yes
Definition,prefix_sizes,TilingBandScheduleValidator.prefix_sizes,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16680,16683,,,,0,0,0,,14,infer_global_prefix_sizes_sound;merge_prefix_sizes_sound;ordinary_semantic_band_shape_reversal_bridge;phase_semantic_added_tiles_eq;phase_semantic_ordinary_band_shape_reversal_bridge;phase_semantic_second_added_tiles_eq;phase_semantic_second_level_band_shape_reversal_bridge;prefix_sizes_decompose;prefix_sizes_refl;prefix_sizes_trans;second_level_semantic_band_shape_reversal_bridge;semantic_quotient_tiles_pad_prefix;semantic_second_level_global_tile_block_local;tile_values_pad_prefix,0,,no,yes,no,yes
Lemma,prefix_sizes_refl,TilingBandScheduleValidator.prefix_sizes_refl,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16684,16690,16686,16690,Qed,5,3,1,prefix_sizes,1,merge_prefix_sizes_sound,0,,no,yes,no,yes
Lemma,prefix_sizes_trans,TilingBandScheduleValidator.prefix_sizes_trans,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16692,16706,16697,16706,Qed,10,8,1,prefix_sizes,1,infer_global_prefix_sizes_sound,0,,no,yes,no,yes
