Warning: truncated output (original token count: 105285)
Total output lines: 819

kind,name,qualified_name,module_path,section_path,mutual_parent,decl_line,decl_end_line,proof_line,proof_end_line,proof_terminator,proof_span_lines,proof_body_nonblank_lines,internal_dependencies_count,internal_dependencies,internal_callers_count,internal_callers,qualified_external_use_count,qualified_external_uses,confirmed_external_root,reachable_from_any_external_root,runtime_root,reachable_from_runtime_root
Lemma,merge_prefix_sizes_sound,TilingBandScheduleValidator.merge_prefix_sizes_sound,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16708,16725,16712,16725,Qed,14,12,5,listz_prefixb;listz_prefixb_sound;merge_prefix_sizes;prefix_sizes;prefix_sizes_refl,1,infer_global_prefix_sizes_sound,0,,no,yes,no,yes
Lemma,infer_global_prefix_sizes_sound,TilingBandScheduleValidator.infer_global_prefix_sizes_sound,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16727,16750,16731,16750,Qed,20,18,4,infer_global_prefix_sizes;merge_prefix_sizes_sound;prefix_sizes;prefix_sizes_trans,4,ordinary_semantic_band_shape_reversal_bridge;phase_semantic_ordinary_band_shape_reversal_bridge;phase_semantic_second_level_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Fixpoint,zero_on_false,TilingBandScheduleValidator.zero_on_false,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16752,16761,,,,0,0,0,,7,global_semantic_schedule_mask_zero_on_false;ordinary_semantic_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge;select_by_mask_eq_reflect;select_by_mask_le_reflect;zero_on_false_from_nth_error;zero_on_false_length,0,,no,yes,no,yes
Lemma,zero_on_false_length,TilingBandScheduleValidator.zero_on_false_length,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16762,16776,16766,16776,Qed,11,9,1,zero_on_false,2,ordinary_semantic_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,zero_on_false_from_nth_error,TilingBandScheduleValidator.zero_on_false_from_nth_error,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16778,16803,16785,16803,Qed,19,17,1,zero_on_false,1,global_semantic_schedule_mask_zero_on_false,0,,no,yes,no,yes
Lemma,nth_error_seq_local,TilingBandScheduleValidator.nth_error_seq_local,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16805,16820,16809,16820,Qed,12,10,0,,1,global_semantic_schedule_mask_zero_on_false,0,,no,yes,no,yes
Lemma,nth_error_pad_schedule_to_len_local,TilingBandScheduleValidator.nth_error_pad_schedule_to_len_local,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16822,16852,16831,16852,Qed,22,20,1,zero_schedule_row,1,global_semantic_schedule_mask_zero_on_false,0,,no,yes,no,yes
Lemma,global_semantic_schedule_mask_zero_on_false,TilingBandScheduleValidator.global_semantic_schedule_mask_zero_on_false,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,16854,17004,16863,17004,Qed,142,140,10,affine_function_is_zero_eval_local;global_semantic_schedule_mask;max_schedule_length;max_schedule_length_ge_nth_error;nth_error_pad_schedule_to_len_local;nth_error_seq_local;semantic_schedule_slot_zerob;zero_on_false;zero_on_false_from_nth_error;zero_schedule_row,2,ordinary_semantic_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,affine_product_pad_schedule_to_len,TilingBandScheduleValidator.affine_product_pad_schedule_to_len,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17006,17029,17013,17029,Qed,17,15,3,affine_product_app;affine_product_zero_schedule_rows;zero_schedule_row,4,ordinary_semantic_band_shape_reversal_bridge;phase_semantic_ordinary_band_shape_reversal_bridge;phase_semantic_second_level_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,combine_app_exact_local,TilingBandScheduleValidator.combine_app_exact_local,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17031,17045,17037,17045,Qed,9,7,0,,1,tile_values_pad_prefix,0,,no,yes,no,yes
Lemma,map_div_combine_repeat_zero,TilingBandScheduleValidator.map_div_combine_repeat_zero,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17047,17061,17053,17061,Qed,9,7,0,,1,tile_values_pad_prefix,0,,no,yes,no,yes
Lemma,prefix_sizes_decompose,TilingBandScheduleValidator.prefix_sizes_decompose,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17063,17079,17070,17079,Qed,10,8,1,prefix_sizes,1,tile_values_pad_prefix,0,,no,yes,no,yes
Lemma,tile_values_pad_prefix,TilingBandScheduleValidator.tile_values_pad_prefix,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17081,17115,17097,17115,Qed,19,17,4,combine_app_exact_local;map_div_combine_repeat_zero;prefix_sizes;prefix_sizes_decompose,3,ordinary_semantic_band_shape_reversal_bridge;phase_semantic_added_tiles_eq;semantic_quotient_tiles_pad_prefix,0,,no,yes,no,yes
Lemma,infer_global_prefix_sizes_positive,TilingBandScheduleValidator.infer_global_prefix_sizes_positive,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17117,17141,17123,17141,Qed,19,17,3,infer_global_prefix_sizes;listz_prefixb;merge_prefix_sizes,4,ordinary_semantic_band_shape_reversal_bridge;phase_semantic_ordinary_band_shape_reversal_bridge;phase_semantic_second_level_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,parse_ordinary_semantic_data_positive,TilingBandScheduleValidator.parse_ordinary_semantic_data_positive,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17143,17173,17155,17173,Qed,19,17,4,parse_ordinary_semantic_data;positive_tile_sizes_map;schedule_rows_of_links;tile_sizes_of_witness,2,ordinary_semantic_band_shape_reversal_bridge;phase_semantic_ordinary_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,semantic_ordinary_target_schedule_eval,TilingBandScheduleValidator.semantic_ordinary_target_schedule_eval,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17175,17218,17189,17218,Qed,30,28,4,affine_product_app;affine_product_identity_affine_rows_from;affine_product_zero_schedule_rows;semantic_ordinary_target_schedule,1,ordinary_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,semantic_band_value_of_nth_error,TilingBandScheduleValidator.semantic_band_value_of_nth_error,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17220,17233,17224,17233,Qed,10,8,2,semantic_band_row;semantic_band_value,5,ordinary_semantic_band_shape_reversal_bridge;phase_semantic_ordinary_band_shape_reversal_bridge;phase_semantic_second_level_band_shape_reversal_bridge;scalar_aware_component_active_from_band_values;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,select_by_mask_eq_reflect,TilingBandScheduleValidator.select_by_mask_eq_reflect,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17235,17258,17241,17258,Qed,18,16,2,select_by_mask;zero_on_false,2,ordinary_semantic_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,select_by_mask_le_reflect,TilingBandScheduleValidator.select_by_mask_le_reflect,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17260,17286,17268,17286,Qed,19,17,3,listz_pointwise_le;select_by_mask;zero_on_false,2,ordinary_semantic_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Definition,semantic_rows_reversal_bridge,TilingBandScheduleValidator.semantic_rows_reversal_bridge,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17288,17314,,,,0,0,2,max_schedule_length;semantic_band_value,5,ordinary_semantic_band_shape_reversal_bridge;phase_semantic_ordinary_band_shape_reversal_bridge;phase_semantic_second_level_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge;semantic_componentwise_permutable_implies_reordering_safe,0,,no,yes,no,yes
Lemma,semantic_componentwise_permutable_implies_reordering_safe,TilingBandScheduleValidator.semantic_componentwise_permutable_implies_reordering_safe,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17315,17338,17326,17338,Qed,13,11,4,pinstr_list_semantic_componentwise_permutable;pprog_permutable_tiling_bands;pprog_tiling_reordering_safe;semantic_rows_reversal_bridge,4,ordinary_semantic_band_direct_reordering_safe;phase_semantic_ordinary_band_direct_reordering_safe;phase_semantic_second_level_band_direct_reordering_safe;second_level_semantic_band_direct_reordering_safe,0,,no,yes,no,yes
Lemma,parse_ordinary_semantic_data_nth_error,TilingBandScheduleValidator.parse_ordinary_semantic_data_nth_error,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17340,17364,17347,17364,Qed,18,16,3,parse_ordinary_semantic_data;schedule_rows_of_links;tile_sizes_of_witness,2,ordinary_semantic_band_shape_reversal_bridge;phase_semantic_ordinary_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,parse_ordinary_semantic_data_length,TilingBandScheduleValidator.parse_ordinary_semantic_data_length,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17366,17386,17370,17386,Qed,17,15,2,parse_ordinary_semantic_data;schedule_rows_of_links,2,ordinary_semantic_band_shape_reversal_bridge;phase_semantic_ordinary_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,compact_semantic_schedules_nth_error,TilingBandScheduleValidator.compact_semantic_schedules_nth_error,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17388,17418,17399,17418,Qed,20,18,2,compact_semantic_schedule;compact_semantic_schedules,2,ordinary_semantic_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,compact_semantic_schedules_length,TilingBandScheduleValidator.compact_semantic_schedules_length,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17420,17443,17426,17443,Qed,18,16,1,compact_semantic_schedules,0,,0,,no,no,no,no
Lemma,lift_semantic_schedules_for_tiling_nth_error,TilingBandScheduleValidator.lift_semantic_schedules_for_tiling_nth_error,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17445,17473,17455,17473,Qed,19,17,1,lift_semantic_schedules_for_tiling,2,ordinary_semantic_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,ordinary_semantic_schedules_match_nth_error,TilingBandScheduleValidator.ordinary_semantic_schedules_match_nth_error,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17475,17502,17490,17502,Qed,13,11,3,ordinary_semantic_schedules_match;schedule_matches_with_symmetric_trailing_zero_padding;semantic_ordinary_target_schedule,1,ordinary_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,ordinary_semantic_band_shape_reversal_bridge,TilingBandScheduleValidator.ordinary_semantic_band_shape_reversal_bridge,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,17518,18557,17533,18557,Qed,1025,1014,40,affine_product_pad_schedule_to_len;affine_product_select_by_mask;compact_semantic_schedule;compact_semantic_schedules_nth_error;eval_tile_links_from_schedule_rows;flatten_instrs_ext_from_after_member_nth_data_source;global_semantic_schedule_mask;global_semantic_schedule_mask_zero_on_false;infer_global_prefix_sizes_positive;infer_global_prefix_sizes_sound;lift_semantic_schedules_for_tiling;lift_semantic_schedules_for_tiling_length;lift_semantic_schedules_for_tiling_nth_error;listz_pointwise_le;map_div_combine_preserves_pointwise_le;max_schedule_length;max_schedule_length_ge_nth_error;ordinary_semantic_band_shape_property_with_witness;ordinary_semantic_schedules_match_nth_error;parse_ordinary_semantic_data_length;parse_ordinary_semantic_data_nth_error;parse_ordinary_semantic_data_positive;prefix_sizes;schedule_matches_with_symmetric_trailing_zero_padding_affine_product_is_eq;schedule_rows_of_links_length;select_by_mask;select_by_mask_eq_reflect;select_by_mask_le_reflect;select_by_mask_length_same;semantic_band_value;semantic_band_value_of_nth_error;semantic_ordinary_target_schedule;semantic_ordinary_target_schedule_eval;semantic_rows_reversal_bridge;semantic_stripmined_reversal_implies_decreasing_component;tile_sizes_of_witness;tile_values_pad_prefix;tiling_rel_pinstr_structure_source_after_matches;zero_on_false;zero_on_false_length,1,ordinary_semantic_band_direct_reordering_safe,0,,no,yes,no,yes
Definition,semantic_quotient_tiles,TilingBandScheduleValidator.semantic_quotient_tiles,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18559,18564,,,,0,0,0,,7,phase_semantic_second_added_tiles_eq;scalar_aware_loop_tiles_monotone_quotient;second_level_semantic_band_shape_reversal_bridge;semantic_quotient_tiles_pad_prefix;semantic_second_level_global_tile_block;semantic_second_level_global_tile_block_local;semantic_second_level_global_tile_block_pointwise_le,0,,no,yes,no,yes
Definition,semantic_second_level_global_tile_block,TilingBandScheduleValidator.semantic_second_level_global_tile_block,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18565,18575,,,,0,0,3,interleave_root_child_tiles;second_level_schedule_layout;semantic_quotient_tiles,4,second_level_semantic_band_shape_reversal_bridge;semantic_second_level_global_tile_block_eq;semantic_second_level_global_tile_block_local;semantic_second_level_global_tile_block_pointwise_le,0,,no,yes,no,yes
Lemma,interleave_root_child_tiles_app,TilingBandScheduleValidator.interleave_root_child_tiles_app,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18576,18594,18583,18594,Qed,12,10,1,interleave_root_child_tiles,1,semantic_second_level_global_tile_block_local,0,,no,yes,no,yes
Lemma,interleave_root_child_tiles_repeat_zero,TilingBandScheduleValidator.interleave_root_child_tiles_repeat_zero,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18596,18609,18601,18609,Qed,9,7,1,interleave_root_child_tiles,1,semantic_second_level_global_tile_block_local,0,,no,yes,no,yes
Lemma,semantic_quotient_tiles_pad_prefix,TilingBandScheduleValidator.semantic_quotient_tiles_pad_prefix,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18611,18627,18623,18627,Qed,5,3,3,prefix_sizes;semantic_quotient_tiles;tile_values_pad_prefix,2,phase_semantic_second_added_tiles_eq;semantic_second_level_global_tile_block_local,0,,no,yes,no,yes
Lemma,semantic_second_level_global_tile_block_local,TilingBandScheduleValidator.semantic_second_level_global_tile_block_local,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18629,18740,18666,18740,Qed,75,73,7,interleave_root_child_tiles;interleave_root_child_tiles_app;interleave_root_child_tiles_repeat_zero;prefix_sizes;semantic_quotient_tiles;semantic_quotient_tiles_pad_prefix;semantic_second_level_global_tile_block,1,second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,semantic_second_level_global_tile_block_eq,TilingBandScheduleValidator.semantic_second_level_global_tile_block_eq,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18742,18751,18749,18751,Qed,3,1,1,semantic_second_level_global_tile_block,0,,0,,no,no,no,no
Lemma,semantic_second_level_global_tile_block_pointwise_le,TilingBandScheduleValidator.semantic_second_level_global_tile_block_pointwise_le,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18753,18806,18765,18806,Qed,42,40,6,interleave_root_child_tiles_pointwise_le;listz_pointwise_le;listz_pointwise_le_app;map_div_combine_preserves_pointwise_le;semantic_quotient_tiles;semantic_second_level_global_tile_block,1,second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,semantic_second_level_target_schedule_eval,TilingBandScheduleValidator.semantic_second_level_target_schedule_eval,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18808,18937,18840,18937,Qed,98,96,12,affine_product_app;affine_product_identity_affine_rows_at;affine_product_identity_affine_rows_from;affine_product_zero_schedule_rows;nth_env_added_app;second_level_child_positions;second_level_child_positions_bound;second_level_root_positions;second_level_root_positions_bound;semantic_second_level_grouped_target_schedule;semantic_second_level_interleaved_target_schedule;semantic_second_level_target_schedule,1,second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,parse_second_level_semantic_recipes_nth_error,TilingBandScheduleValidator.parse_second_level_semantic_recipes_nth_error,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18939,18962,18945,18962,Qed,18,16,2,parse_second_level_semantic_recipes;second_level_band_recipe_of_witness,2,phase_semantic_second_level_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,parse_second_level_semantic_recipes_length,TilingBandScheduleValidator.parse_second_level_semantic_recipes_length,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18964,18982,18968,18982,Qed,15,13,2,parse_second_level_semantic_recipes;second_level_band_recipe_of_witness,2,phase_semantic_second_level_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,second_level_band_recipe_spec_links_length,TilingBandScheduleValidator.second_level_band_recipe_spec_links_length,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18984,18993,18990,18993,Qed,4,2,1,second_level_band_recipe_spec,2,phase_semantic_second_level_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,parse_second_level_semantic_recipes_positive,TilingBandScheduleValidator.parse_second_level_semantic_recipes_positive,TilingBandScheduleValidator,ProgramWideSemanticReconstruction,,18995,19027,19010,19027,Qed,18,16,4,parse_second_level_semantic_recipes;second_level_band_recipe_of_witness;second_level_band_recipe_of_witness_sound;second_level_band_recipe_spec_positive_sizes,2,phase_semantic_second_level_band_shape_reversal_bridge;second_level_semantic_band_shape_reversal_bridge,0,,no,yes,no,yes
